Kod;MuvelesiAg;1;2;3;4;5;6;7;8
158;"kert";53.9;45.2;36.5;31.3;0;0;0;0
158;"gyümölcsös";53.9;45.2;36.5;31.3;0;0;0;0
158;"legelő";8.7;3.3;0;0;0;0;0;0
158;"nádas";0;0;0;0;0;0;0;0
158;"fásított terület";7.6;5.9;3.8;3.1;2.1;1.7;1.4;0.7
159;"szántó";40;32.1;26.1;20;13.9;9.4;6.3;3.1
159;"rét";60.8;50.4;40;26.9;21.7;10.8;3.5;2.6
159;"szőlő";41.7;33.9;0;0;0;0;0;0
159;"kert";53.9;38.2;31.3;24.3;0;0;0;0
159;"gyümölcsös";53.9;38.2;31.3;24.3;0;0;0;0
159;"legelő";9.4;3.5;2.1;0;0;0;0;0
159;"nádas";0;0;0;0;0;0;0;0
159;"fásított terület";10.8;9;5.9;4.5;3.1;2.1;1.4;0.7
160;"szántó";30.4;22.6;15.6;12.5;9.4;6.3;4.5;3.1
160;"rét";55.6;46.9;38.2;25.2;19.1;8.3;2.6;0
160;"szőlő";52.1;41.7;33;22.6;0;0;0;0
160;"kert";48.7;40;33;23.5;0;0;0;0
160;"gyümölcsös";48.7;40;33;23.5;0;0;0;0
160;"legelő";7.3;3.8;2.8;0;0;0;0;0
160;"nádas";0;0;0;0;0;0;0;0
160;"fásított terület";7.6;5.9;4.5;3.1;2.3;1.7;1.4;0.7
161;"szántó";38.2;31.3;26.1;19.1;13.9;9;5.6;3.1
161;"rét";46.9;38.2;29.5;25.2;19.1;13.2;9.4;5.6
161;"szőlő";69.5;52.1;40;28.7;19.1;10.8;0;0
161;"kert";53.9;46.9;38.2;31.3;24.3;12.2;0;0
161;"gyümölcsös";53.9;46.9;38.2;31.3;24.3;0;0;0
161;"legelő";18.2;13.9;10.4;8;6.6;5.2;2.8;1.4
161;"nádas";20.9;13.2;0;0;0;0;0;0
161;"fásított terület";3.8;2.6;1.9;1.2;0.9;0;0;0
162;"szántó";24.3;19.1;13.9;9.7;5.6;3.8;2.6;1.7
162;"rét";33.9;30.4;22.6;17.4;11.1;7;4.5;0
162;"szőlő";66;48.7;38.2;27.8;11.1;0;0;0
162;"kert";40;30.4;20;14.8;7;0;0;0
162;"gyümölcsös";40;30.4;20;14.8;0;0;0;0
162;"legelő";7.3;1.9;0.7;0;0;0;0;0
162;"nádas";0;0;0;0;0;0;0;0
162;"fásított terület";3.8;1.9;0.9;0;0;0;0;0
163;"szántó";28.7;24.3;18.2;13.9;10.4;7;3.5;1
163;"rét";26.1;22.6;19.1;15.6;12.2;8;4.2;1
163;"szőlő";62.6;52.1;40;24.3;14.8;7;0;0
163;"kert";45.2;40;34.8;27.8;21.7;7.3;0;0
163;"gyümölcsös";45.2;40;34.8;27.8;21.7;0;0;0
163;"legelő";15.6;8.7;3.8;1;0;0;0;0
163;"nádas";26.9;17.4;3.5;0;0;0;0;0
163;"fásított terület";13.9;10.4;7;2.4;0;0;0;0
164;"szántó";46.9;41.7;34.8;27.8;21.7;16.5;10.4;5.2
164;"rét";52.1;46.9;41.7;36.5;26.1;17.4;10.4;5.6
164;"szőlő";90.4;76.5;62.6;52.1;41.7;34.8;22.6;0
164;"kert";86.9;69.5;52.1;40;31.3;24.3;17.4;10.8
164;"gyümölcsös";86.9;69.5;52.1;40;31.3;24.3;17.4;0
164;"legelő";15.6;12.2;8.3;5.6;4.2;2.8;1.4;0.7
164;"nádas";69.5;41.7;17.4;0;0;0;0;0
164;"fásított terület";9.7;6.3;4.5;3.3;1.6;0;0;0
165;"szántó";36.5;29.5;23.5;17.4;12.5;8.3;4.5;2.1
165;"rét";48.7;43.4;33;27.8;23.5;19.1;9;3.8
165;"szőlő";62.6;50.4;38.2;31.3;22.6;20;11.5;0
165;"kert";50.4;41.7;36.5;27.8;15.6;8.7;0;0
165;"gyümölcsös";50.4;41.7;36.5;27.8;15.6;0;0;0
165;"legelő";18.2;13.9;11.1;9;5.6;3.5;2.4;1
165;"nádas";0;5.9;0;0;0;0;0;0
165;"fásított terület";6.6;5.2;3.8;2.8;1.9;0.9;0.3;0.2
166;"szántó";34.8;27.8;19.1;16.5;12.5;8.3;4.9;2.4
166;"rét";41.7;34.8;30.4;26.1;21.7;17.4;9.7;4.2
166;"szőlő";19.1;12.2;0;0;0;0;0;0
166;"kert";46.9;36.5;31.3;20.9;0;0;0;0
166;"gyümölcsös";46.9;36.5;31.3;20.9;0;0;0;0
166;"legelő";15.6;11.8;9;6.3;3.5;2.6;1.7;1
166;"nádas";21.7;14.8;0;0;0;0;0;0
166;"fásított terület";6.6;3.8;2.8;1.9;1.2;0.9;0.3;0
167;"szántó";34.8;27.8;23.5;20;14.8;11.1;7;4.2
167;"rét";34.8;27.8;20.9;13.9;8.3;6.3;0;0
167;"szőlő";41.7;34.8;29.5;20.9;17.4;13.9;0;0
167;"kert";34.8;27.8;20.9;13.9;7;0;0;0
167;"gyümölcsös";34.8;27.8;20.9;13.9;0;0;0;0
167;"legelő";15.6;6.3;3.5;1;0;0;0;0
167;"nádas";0;0;0;0;0;0;0;0
167;"fásított terület";5.2;4.5;3.8;2.8;1.9;1;0;0
168;"szántó";11.1;5.2;2.4;0;0;0;0;0
168;"rét";20;5.2;3.1;0;0;0;0;0
168;"szőlő";48.7;34.8;24.3;13.9;0;0;0;0
168;"kert";13.9;7;0;0;0;0;0;0
168;"gyümölcsös";13.9;0;0;0;0;0;0;0
168;"legelő";1.7;0;0;0;0;0;0;0
168;"nádas";0;0;0;0;0;0;0;0
168;"fásított terület";2.8;1.9;1;0;0;0;0;0
169;"szántó";40;31.3;26.1;21.7;17.4;13.9;10.8;5.9
169;"rét";38.2;34.8;32.1;26.9;21.7;16.5;9.7;4.9
169;"szőlő";88.6;59.1;33;20.9;12.2;0;0;0
169;"kert";46.9;34.8;26.1;13.9;0;0;0;0
169;"gyümölcsös";46.9;34.8;26.1;0;0;0;0;0
169;"legelő";24.3;13.9;7.6;4.9;3;1.4;0;0
169;"nádas";13.2;0;0;0;0;0;0;0
169;"fásított terület";10.4;8.7;7;5.2;3.5;0;0;0
170;"szántó";34.8;26.9;22.6;18.2;15.6;12.5;7.3;3.5
170;"rét";33.9;30.4;26.1;21.7;18.2;14.8;8.7;4.9
170;"szőlő";85.1;57.3;36.5;26.1;20;12.2;0;0
170;"kert";40;25.2;18.2;12.5;7;0;0;0
170;"gyümölcsös";40;25.2;18.2;12.5;7;0;0;0
170;"legelő";12.5;6.3;1;0;0;0;0;0
170;"nádas";13.2;7;2.4;0;0;0;0;0
170;"fásított terület";9.7;7;5.2;3.8;2.4;1.6;0.3;0
171;"szántó";30.4;26.1;21.7;18.2;15.6;11.8;5.9;2.4
171;"rét";33;27.8;23.5;17.4;13.9;11.1;4.9;0
171;"szőlő";86.9;59.1;36.5;28.7;19.1;10.4;0;0
171;"kert";33.9;27.8;18.2;11.5;6.3;0;0;0
171;"gyümölcsös";33.9;27.8;18.2;11.5;6.3;0;0;0
171;"legelő";10.1;4.9;1.9;0.6;0;0;0;0
171;"nádas";0;0;0;0;0;0;0;0
171;"fásított terület";6.3;5.2;3.5;2.4;1.2;0.3;0;0
172;"szántó";40;34.8;25.2;20.9;15.6;10.4;4.5;2.8
172;"rét";33;27.8;17.4;8.7;4.9;0;0;0
172;"szőlő";40;20.9;0;0;0;0;0;0
172;"kert";52.1;45.2;30.4;16.5;0;0;0;0
172;"gyümölcsös";52.1;45.2;30.4;0;0;0;0;0
172;"legelő";14.8;7.6;3.8;1.7;0;0;0;0
172;"nádas";55.6;34.8;11.8;0;0;0;0;0
172;"fásított terület";14.8;11.8;10.4;7;0;0;0;0
173;"szántó";33.9;26.1;17.4;10.4;4.2;1.7;0;0
173;"rét";26.9;12.2;4.9;0;0;0;0;0
173;"szőlő";52.1;34.8;19.1;0;0;0;0;0
173;"kert";43.4;33.9;10.4;0;0;0;0;0
173;"gyümölcsös";43.4;33.9;0;0;0;0;0;0
173;"legelő";15.6;10.8;6.3;2.1;0.7;0;0;0
173;"nádas";12.5;0;0;0;0;0;0;0
173;"fásított terület";14.8;11.8;10.4;7;0;0;0;0
174;"szántó";55.6;46.9;34.8;26.1;19.1;14.8;10.8;4.9
174;"rét";66;55.6;45.2;31.3;20.9;13.9;10.4;3.3
174;"szőlő";43.4;30.4;0;0;0;0;0;0
174;"kert";66;55.6;50.4;48.7;34.8;24.3;0;0
174;"gyümölcsös";66;55.6;50.4;48.7;0;0;0;0
174;"legelő";21.7;20;9.7;9.4;3.5;2.6;0;0
174;"nádas";0;0;0;0;0;0;0;0
174;"fásított terület";10.8;8.7;7.3;6.3;4.5;3.1;0.9;0.5
175;"szántó";40;32.1;21.7;16.5;12.2;7.6;4.5;3.3
175;"rét";33.9;14.8;13.2;6.3;4.5;3;2.6;0
175;"szőlő";22.6;0;0;0;0;0;0;0
175;"kert";43.4;40;0;0;0;0;0;0
175;"gyümölcsös";43.4;40;0;0;0;0;0;0
175;"legelő";8.7;7.3;2.4;0;0;0;0;0
175;"nádas";0;0;0;0;0;0;0;0
175;"fásított terület";8.7;7.6;6.3;4.5;3.1;2.1;1;0.5
176;"szántó";40;34.8;24.3;21.7;17.4;12.5;8.3;4.2
176;"rét";62.6;52.1;41.7;31.3;20.9;11.1;6.3;2.8
176;"szőlő";66;46.9;23.5;0;0;0;0;0
176;"kert";50.4;46.9;43.4;40;38.2;36.5;24.3;0
176;"gyümölcsös";50.4;46.9;43.4;40;38.2;36.5;0;0
176;"legelő";11.1;10.1;3.3;2.4;0;0;0;0
176;"nádas";0;0;0;0;0;0;0;0
176;"fásított terület";9.4;8.7;7.3;6.3;4.5;3.8;3.1;1
177;"szántó";52.1;45.2;36.5;26.9;19.1;11.8;7;3.1
177;"rét";50.4;43.4;33.9;28.7;24.3;19.1;12.5;4.2
177;"szőlő";69.5;55.6;41.7;27.8;20.9;12.5;8.7;0
177;"kert";57.3;50.4;45.2;31.3;24.3;13.9;0;0
177;"gyümölcsös";57.3;50.4;45.2;31.3;24.3;13.9;0;0
177;"legelő";22.6;16.5;12.5;9.4;7;3.3;2.1;1.2
177;"nádas";20.9;13.2;0;0;0;0;0;0
177;"fásított terület";9.4;7.6;5.9;4.5;3.5;1.4;0;0
178;"szántó";25.2;20;18.2;14.8;13.2;8.7;4.5;3.3
178;"rét";33.9;29.5;26.9;18.2;12.5;9;8.3;3
178;"szőlő";113;78.2;60.8;52.1;41.7;24.3;12.5;0
178;"kert";33.9;32.1;30.4;26.9;8;7.3;5.6;0
178;"gyümölcsös";33.9;32.1;30.4;26.9;8;7.3;5.6;0
178;"legelő";9;8.7;8;2.8;2.6;1.4;1.2;0
178;"nádas";38.2;26.1;0;0;0;0;0;0
178;"fásított terület";7.6;5.9;4.5;3.1;2.3;1.6;0.7;0
179;"szántó";26.1;21.7;17.4;13.9;10.8;5.2;3.3;2.8
179;"rét";32.1;24.3;20;17.4;13.9;12.5;5.6;4.2
179;"szőlő";76.5;73;52.1;41.7;27.8;22.6;17.4;9
179;"kert";43.4;34.8;32.1;31.3;29.5;7.3;5.2;0
179;"gyümölcsös";43.4;34.8;32.1;31.3;29.5;7.3;5.2;0
179;"legelő";4.9;3.1;1.4;0;0;0;0;0
179;"nádas";0;0;0;0;0;0;0;0
179;"fásított terület";9;7.6;5.9;4.5;3.1;2.3;1.6;0.7
180;"szántó";25.2;22.6;19.1;12.2;8.7;7.3;5.6;3
180;"rét";33.9;30.4;21.7;19.1;16.5;15.6;7.3;4.5
180;"szőlő";92.1;81.7;69.5;52.1;45.2;34.8;26.9;13.2
180;"kert";45.2;43.4;38.2;34.8;31.3;27.8;26.1;9
180;"gyümölcsös";45.2;43.4;38.2;34.8;31.3;27.8;26.1;9
180;"legelő";3.3;2.1;1.2;0;0;0;0;0
180;"nádas";38.2;26.1;0;0;0;0;0;0
180;"fásított terület";7.6;4.2;3.1;2.3;1.6;0.3;0;0
181;"szántó";27.8;20.9;17.4;13.2;10.1;8.7;4.5;3.3
181;"rét";30.4;28.7;26.1;14.8;13.9;12.5;8.3;8
181;"szőlő";85.1;78.2;60.8;48.7;29.5;16.5;0;0
181;"kert";53.9;50.4;38.2;34.8;32.1;30.4;9.4;4.9
181;"gyümölcsös";53.9;50.4;38.2;34.8;32.1;30.4;9.4;4.9
181;"legelő";4.9;3.1;1.4;1.2;1;0;0;0
181;"nádas";38.2;26.1;0;0;0;0;0;0
181;"fásított terület";7.6;5.9;4.5;3.1;2.1;0.7;0;0
182;"szántó";40;31.3;23.5;18.2;12.5;8.7;4.5;2.3
182;"rét";38.2;29.5;21.7;13.9;9;5.6;0;0
182;"szőlő";86.9;66;48.7;27.8;9.7;0;0;0
182;"kert";46.9;29.5;17.4;11.5;7;0;0;0
182;"gyümölcsös";46.9;29.5;17.4;11.5;0;0;0;0
182;"legelő";13.6;10.4;6.3;3.8;2.6;1;0;0
182;"nádas";40;28.7;0;0;0;0;0;0
182;"fásított terület";8;7;5.6;4.5;3.5;1;0;0
183;"szántó";32.1;24.3;20;15.6;11.1;8.3;4.2;2.1
183;"rét";26.9;20.9;10.4;2.1;0;0;0;0
183;"szőlő";34.8;29.5;22.6;0;0;0;0;0
183;"kert";41.7;27.8;22.6;0;0;0;0;0
183;"gyümölcsös";41.7;27.8;22.6;0;0;0;0;0
183;"legelő";14.8;12.2;5.2;1;0;0;0;0
183;"nádas";36.5;20.9;0;0;0;0;0;0
183;"fásított terület";12.5;9.7;9;6.3;5.6;3.5;0;0
184;"szántó";26.1;22.6;19.1;13.9;10.4;7;3.5;2.4
184;"rét";29.5;26.1;22.6;17.4;10.4;5.2;3.5;2.4
184;"szőlő";73;59.1;48.7;41.7;34.8;24.3;17.4;13.2
184;"kert";29.5;26.1;20.9;15.6;10.4;7;0;0
184;"gyümölcsös";29.5;26.1;20.9;15.6;10.4;0;0;0
184;"legelő";17.4;13.9;10.4;7.3;5.9;4.5;3.5;1.7
184;"nádas";2.1;0;0;0;0;0;0;0
184;"fásított terület";5.9;4.2;2.4;1.7;1;0.3;0;0
185;"szántó";29.5;26.1;22.6;19.1;13.9;10.4;7;3.5
185;"rét";30.4;26.1;22.6;17.4;12.2;9;5.2;3
185;"szőlő";73;59.1;48.7;41.7;34.8;24.3;17.4;13.2
185;"kert";33;27.8;20.9;15.6;10.4;7;0;0
185;"gyümölcsös";33;27.8;20.9;15.6;10.4;0;0;0
185;"legelő";17.4;13.9;10.4;7.3;5.9;4.5;3.5;1.7
185;"nádas";5.2;2.1;0;0;0;0;0;0
185;"fásított terület";5.9;4.2;2.4;1.7;0.3;0;0;0
186;"szántó";36.5;29.5;24.3;19.1;14.8;11.1;7.6;4.2
186;"rét";30.4;26.1;22.6;19.1;15.6;12.2;7;3.8
186;"szőlő";52.1;41.7;34.8;27.8;20.9;13.9;0;0
186;"kert";34.8;31.3;24.3;19.1;13.9;7;0;0
186;"gyümölcsös";34.8;31.3;24.3;19.1;13.9;0;0;0
186;"legelő";18.2;14.8;11.1;7.3;5.6;4.2;2.8;1.7
186;"nádas";13.2;10.4;8.7;6.3;0;0;0;0
186;"fásított terület";5.9;5.2;4.2;3.3;2.4;1.7;0;0
187;"szántó";33.9;24.3;19.1;13.9;10.4;7;3.5;2.1
187;"rét";33;25.2;19.1;14.8;11.1;8.3;4.2;2.8
187;"szőlő";31.3;20.9;16.5;13.9;10.4;5.6;0;0
187;"kert";31.3;25.2;18.2;12.5;8.3;4.2;0;0
187;"gyümölcsös";31.3;25.2;18.2;12.5;8.3;4.2;0;0
187;"legelő";10.4;8.7;4.2;2.3;1.4;0.9;0.3;0
187;"nádas";0;0;0;0;0;0;0;0
187;"fásított terület";5.2;3.8;3.1;1.6;0.9;0.3;0;0
188;"szántó";33.9;24.3;19.1;13.9;10.4;7;3.5;2.1
188;"rét";33;25.2;19.1;14.8;11.1;8.3;4.2;2.8
188;"szőlő";38.2;5.6;0;0;0;0;0;0
188;"kert";31.3;25.2;18.2;12.5;8.3;4.2;0;0
188;"gyümölcsös";31.3;25.2;18.2;12.5;8.3;4.2;0;0
188;"legelő";10.4;8.7;4.2;2.3;1.4;0.9;0.3;0
188;"nádas";0;0;0;0;0;0;0;0
188;"fásított terület";5.2;3.8;3.1;1.6;0.9;0.3;0;0
189;"szántó";32.1;22.6;17.4;12.2;8.7;5.2;2.8;1.7
189;"rét";31.3;24.3;17.4;13.9;9.4;4.2;2.8;0
189;"szőlő";41.7;27.8;20.9;16.5;13.9;10.4;5.6;0
189;"kert";29.5;22.6;15.6;10.4;6.3;3.5;0;0
189;"gyümölcsös";29.5;22.6;15.6;10.4;6.3;3.5;0;0
189;"legelő";4.2;2.3;1.4;0.9;0.3;0;0;0
189;"nádas";0;0;0;0;0;0;0;0
189;"fásított terület";5.2;3.8;3.1;1.6;0.9;0.3;0;0
190;"szántó";46.9;38.2;28.7;20.9;13.9;9.4;4.2;0
190;"rét";29.5;19.1;9.7;5.6;0.9;0;0;0
190;"szőlő";55.6;41.7;27.8;13.9;0;0;0;0
190;"kert";46.9;34.8;15.6;0;0;0;0;0
190;"gyümölcsös";46.9;34.8;15.6;0;0;0;0;0
190;"legelő";23.5;15.6;9.4;3.8;1;0;0;0
190;"nádas";55.6;18.2;0;0;0;0;0;0
190;"fásított terület";9.7;6.6;2.6;0;0;0;0;0
191;"szántó";29.5;22.6;19.1;12.9;9;5.2;2.6;1.7
191;"rét";31.3;20.9;13.9;8.7;4.2;0;0;0
191;"szőlő";45.2;31.3;15.6;12.2;0;0;0;0
191;"kert";38.2;27.8;20;13.9;10.4;0;0;0
191;"gyümölcsös";38.2;27.8;20;13.9;10.4;0;0;0
191;"legelő";13.9;10.4;7;4.2;2.8;1.7;0;0
191;"nádas";0;0;0;0;0;0;0;0
191;"fásított terület";4.5;3.8;2.8;2.1;1.4;0.7;0;0
192;"szántó";43.4;36.5;31.3;24.3;18.2;14.8;9.4;4.5
192;"rét";52.15;45.2;25.2;20;13.2;0;0;0
192;"szőlő";0;0;0;0;0;9;3.5;0
192;"kert";5.6;48.7;43.4;36.5;32.1;0;0;0
192;"gyümölcsös";55.6;48.7;43.4;36.5;32.1;0;0;0
192;"legelő";20.9;9;2.8;2.1;1.6;0;0;0
192;"nádas";0;0;0;0;0;0;0;0
192;"fásított terület";10.1;8.3;7;5.2;3.8;2.4;1.4;0
193;"szántó";43.4;34.8;31.3;24.3;21.7;13.9;9.4;4.5
193;"rét";32.1;26.1;21.7;16.5;13.2;9;7;3.1
193;"szőlő";62.6;41.7;29.5;22.6;0;0;0;0
193;"kert";53.9;36.5;29.5;0;0;0;0;0
193;"gyümölcsös";53.9;36.5;29.5;0;0;0;0;0
193;"legelő";16.5;8.7;5.6;3.8;3.1;2.8;2.1;0
193;"nádas";0;0;0;0;0;0;0;0
193;"fásított terület";13.2;10.1;8.3;7;5.2;3.8;2.4;1.4
194;"szántó";36.5;31.3;26.1;19.1;13.9;9.4;6.3;3.3
194;"rét";43.4;33.9;28.7;16.5;13.2;9;8.3;3.5
194;"szőlő";57.3;41.7;33;29.5;22.6;16.5;14.8;0
194;"kert";36.5;33.9;27.8;20;12.2;0;0;0
194;"gyümölcsös";36.5;33.9;27.8;20;0;0;0;0
194;"legelő";20.9;8.7;3.8;2.1;1.6;0;0;0
194;"nádas";0;0;0;0;0;0;0;0
194;"fásított terület";10.1;7;5.6;3.8;2.6;1.7;1.4;0.9
195;"szántó";41.7;36.5;31.3;24.3;20;15.6;12.5;5.2
195;"rét";50.4;41.7;33;25.2;21.7;13.9;8.7;0
195;"szőlő";125.1;104.3;71.2;41.7;0;0;0;0
195;"kert";45.2;30.4;20.9;13.2;8;0;0;0
195;"gyümölcsös";45.2;30.4;20.9;13.2;0;0;0;0
195;"legelő";15.6;12.2;8.7;5.2;2.8;0;0;0
195;"nádas";33;24.3;8.7;0;0;0;0;0
195;"fásított terület";11.1;9;7;3.5;1.4;0.2;0;0
196;"szántó";38.2;34.8;27.8;21.7;17.4;11.1;8.3;4.2
196;"rét";52.1;41.7;33;17.4;7.6;0;0;0
196;"szőlő";97.3;62.6;31.3;13.9;0;0;0;0
196;"kert";43.4;26.9;20.9;13.9;7;0;0;0
196;"gyümölcsös";43.4;26.9;20.9;0;0;0;0;0
196;"legelő";13.9;11.1;8.7;5.2;2.8;0;0;0
196;"nádas";55.6;34.8;17.4;0;0;0;0;0
196;"fásított terület";11.1;9;7;3.5;1.4;0.2;0;0
197;"szántó";34.8;27.8;20.9;14.8;9.7;6.6;3.1;1.6
197;"rét";43.4;31.3;24.3;17.4;10.4;7;3.5;0
197;"szőlő";64.3;52.1;36.5;24.3;12.5;0;0;0
197;"kert";36.5;31.3;23.5;15.6;7;0;0;0
197;"gyümölcsös";36.5;31.3;23.5;15.6;0;0;0;0
197;"legelő";20;9.7;6.3;3.1;1.9;0.9;0;0
197;"nádas";0;0;0;0;0;0;0;0
197;"fásított terület";5.2;4.2;3.5;1.2;0;0;0;0
198;"szántó";34.8;27.8;20;13.9;9.7;6.3;2.4;0
198;"rét";32.1;21.7;15.6;9.4;3.8;0;0;0
198;"szőlő";53.9;41.7;33;25.2;11.1;0;0;0
198;"kert";34.8;24.3;13.9;7;0;0;0;0
198;"gyümölcsös";34.8;24.3;13.9;0;0;0;0;0
198;"legelő";15.6;8;3.5;1.9;0.9;0;0;0
198;"nádas";2.4;0;0;0;0;0;0;0
198;"fásított terület";9;6.3;4.2;3.5;2.6;1.7;0.7;0.1
199;"szántó";34.8;24.3;17.4;12.2;8.7;5.2;2.4;1.2
199;"rét";25.2;18.2;15.6;12.5;8.7;3.8;0;0
199;"szőlő";125.1;100.8;69.5;48.7;27.8;17.4;9.4;0
199;"kert";41.7;29.5;23.5;15.6;7;0;0;0
199;"gyümölcsös";41.7;29.5;23.5;15.6;0;0;0;0
199;"legelő";8;1.9;0.9;0;0;0;0;0
199;"nádas";0;0;0;0;0;0;0;0
199;"fásított terület";11.5;10.1;7.3;5.9;3.5;1.9;0;0
200;"szántó";48.7;43.4;33;27.8;24.3;18.2;12.2;5.6
200;"rét";55.6;41.7;31.3;24.3;17.4;10.4;5.2;0
200;"szőlő";55.6;50.4;46.9;40;32.1;28.7;26.1;21.7
200;"kert";50.4;46.9;40;36.5;31.3;13.9;7;0
200;"gyümölcsös";50.4;46.9;40;36.5;31.3;0;0;0
200;"legelő";17.4;13.9;11.1;8.3;6.6;4.2;2.3;1.2
200;"nádas";29.5;21.7;17.4;0;0;0;0;0
200;"fásított terület";9.4;8;4.5;3.1;0;0;0;0
201;"szántó";36.5;27.8;21.7;15.6;12.5;10.1;8.3;4.9
201;"rét";59.1;55.6;26.9;26.1;22.6;20;8.7;0
201;"szőlő";79.9;71.2;52.1;36.5;26.1;13.2;0;0
201;"kert";40;31.3;24.3;15.6;8.3;0;0;0
201;"gyümölcsös";40;31.3;24.3;0;0;0;0;0
201;"legelő";13.9;12.5;9.4;5.9;5.2;2.4;1.4;0.7
201;"nádas";29.5;0;0;0;0;0;0;0
201;"fásított terület";7.6;6.3;4.9;3.1;2.3;1.2;0.5;0
202;"szántó";28.7;26.1;20;17.4;15.6;11.1;4.9;3.5
202;"rét";57.3;50.4;36.5;28.7;26.1;25.2;13.9;0
202;"szőlő";48.7;41.7;18.2;0;0;0;0;0
202;"kert";53.9;46.9;40;33.9;24.3;18.2;15.6;11.1
202;"gyümölcsös";53.9;46.9;40;33.9;24.3;18.2;15.6;0
202;"legelő";11.1;3.3;1.9;0;0;0;0;0
202;"nádas";0;0;0;0;0;0;0;0
202;"fásított terület";7.6;6.3;4.9;2.8;2.3;1.2;0;0
203;"szántó";23.5;20.9;12.5;10.8;9.4;5.6;3.1;0
203;"rét";33.9;31.3;17.4;16.5;12.5;12.2;0;0
203;"szőlő";45.2;30.4;0;0;0;0;0;0
203;"kert";43.4;27.8;26.1;10.8;0;0;0;0
203;"gyümölcsös";43.4;27.8;26.1;0;0;0;0;0
203;"legelő";8;3.3;1.7;0;0;0;0;0
203;"nádas";0;0;0;0;0;0;0;0
203;"fásított terület";6.3;4.5;3.1;2.3;1.2;0.5;0;0
204;"szántó";36.5;24.3;14.8;9.4;7.3;3.5;0;0
204;"rét";40;31.3;21.7;10.4;0;0;0;0
204;"szőlő";83.4;71.2;46.9;43.4;29.5;16.5;11.1;0
204;"kert";48.7;41.7;29.5;24.3;14.8;7.3;0;0
204;"gyümölcsös";48.7;41.7;29.5;24.3;0;0;0;0
204;"legelő";9;3.3;2.1;0;0;0;0;0
204;"nádas";31.3;0;0;0;0;0;0;0
204;"fásított terület";4.9;3.1;0.9;0;0;0;0;0
205;"szántó";36.5;32.1;23.5;18.2;14.8;9.4;8;3.1
205;"rét";57.3;43.4;34.8;29.5;25.2;14.8;10.1;8.3
205;"szőlő";83.4;69.5;59.1;50.4;41.7;33;22.6;17.4
205;"kert";45.2;43.4;40;36.5;33.9;17.4;8.7;0
205;"gyümölcsös";45.2;43.4;40;36.5;33.9;0;0;0
205;"legelő";22.6;13.2;10.4;8;4.9;3.1;1.2;0
205;"nádas";0;11.8;0;0;0;0;0;0
205;"fásított terület";9.7;8;7.3;6.6;5.9;5.2;3.8;2.4
206;"szántó";36.5;32.1;27.8;18.2;15.6;9.7;7.3;3.8
206;"rét";59.1;50.4;45.2;41.7;31.3;26.1;9;8
206;"szőlő";71.2;59.1;46.9;40;22.6;17.4;0;0
206;"kert";48.7;41.7;38.2;33.9;31.3;12.2;0;0
206;"gyümölcsös";48.7;41.7;38.2;33.9;31.3;0;0;0
206;"legelő";11.1;9;7;1.4;0;0;0;0
206;"nádas";0;0;0;0;0;0;0;0
206;"fásított terület";9.7;8.3;7.6;6.6;5.9;4.9;3.5;2.4
207;"szántó";24.3;14.8;12.5;8;6.6;3.5;2.3;1.7
207;"rét";43.4;32.1;25.2;23.5;18.2;9.4;8;3
207;"szőlő";46.9;38.2;33;29.5;24.3;17.4;0;0
207;"kert";38.2;31.3;28.7;26.1;20;18.2;8.7;0
207;"gyümölcsös";38.2;31.3;28.7;26.1;20;18.2;0;0
207;"legelő";5.2;4.2;3.1;1.2;0;0;0;0
207;"nádas";0;0;0;0;0;0;0;0
207;"fásított terület";7;5.9;5.2;4.2;3.5;2.6;1.7;0.9
208;"szántó";19.1;15.6;10.4;7;5.9;4.9;2.3;0
208;"rét";25.2;21.7;10.4;4.5;0;0;0;0
208;"szőlő";32.1;26.1;16.5;0;0;0;0;0
208;"kert";31.3;26.1;23.5;10.4;0;0;0;0
208;"gyümölcsös";31.3;26.1;23.5;0;0;0;0;0
208;"legelő";3.8;3;2.6;1.2;0;0;0;0
208;"nádas";0;0;0;0;0;0;0;0
208;"fásított terület";7;5.9;5.2;4.2;3.5;2.6;1.7;1
209;"szántó";15.6;13.2;7.6;4.5;3.1;1.7;0;0
209;"rét";26.1;21.7;19.1;14.8;6.6;4.5;3.5;0
209;"szőlő";31.3;20.9;12.5;0;0;0;0;0
209;"kert";27.8;24.3;22.6;20.9;18.2;17.4;15.6;7.6
209;"gyümölcsös";27.8;24.3;22.6;20.9;18.2;17.4;15.6;0
209;"legelő";3.8;3.1;2.6;1.2;0;0;0;0
209;"nádas";0;0;0;0;0;0;0;0
209;"fásított terület";5.9;5.2;4.5;3.5;2.6;2.1;1.6;1
210;"szántó";36.5;28.7;23.5;18.2;13.2;9.4;5.2;2.8
210;"rét";52.1;43.4;34.8;27.8;20.9;13.9;7;3.5
210;"szőlő";62.6;53.9;46.9;40;31.3;17.4;12.2;0
210;"kert";50.4;31.3;26.9;20.9;13.9;0;0;0
210;"gyümölcsös";50.4;31.3;26.9;20.9;13.9;0;0;0
210;"legelő";15.6;12.5;9.4;6.3;3.8;1.7;0;0
210;"nádas";27.8;0;0;0;0;0;0;0
210;"fásított terület";8.3;7;5.9;4.5;3.8;2.4;1.6;0
